"","zip","childcare_programs","licensed_capacity","programs_accepting_subsidies","children_under_six","month","year"
"2492","63127",3,350,2,153,"March","2022"
"2493","63128",16,915,6,1410,"March","2022"
"2494","63129",20,1612,11,1875,"March","2022"
"2495","63130",14,1006,12,1297,"March","2022"
"2496","63131",2,250,1,727,"March","2022"
"2497","63132",3,156,3,689,"March","2022"
"2498","63133",11,731,8,746,"March","2022"
"2499","63134",13,545,11,822,"March","2022"
"2500","63135",12,615,9,1104,"March","2022"
"2501","63136",49,2887,38,2962,"March","2022"
"2502","63137",11,681,7,1365,"March","2022"
"2503","63138",13,665,13,1261,"March","2022"
"2504","63139",22,737,6,1573,"March","2022"
"2505","63141",14,2002,3,790,"March","2022"
"2506","63143",5,268,2,489,"March","2022"
"2507","63144",9,690,3,494,"March","2022"
"2508","63146",6,640,5,1606,"March","2022"
"2509","63147",14,577,10,1108,"March","2022"
"2510","63301",24,1615,15,2644,"March","2022"
"2511","63303",14,1279,8,2482,"March","2022"
"2512","63304",13,862,8,2125,"March","2022"
"2513","63332",1,20,1,218,"March","2022"
"2514","63334",7,311,3,434,"March","2022"
"2515","63336",1,96,1,46,"March","2022"
"2516","63339",1,20,NA,10,"March","2022"
"2517","63341",1,123,1,74,"March","2022"
"2518","63343",2,40,1,241,"March","2022"
"2519","63345",1,10,1,163,"March","2022"
"2520","63347",1,120,NA,158,"March","2022"
"2521","63348",1,55,NA,356,"March","2022"
"2522","63351",1,10,NA,256,"March","2022"
"2523","63352",2,30,1,220,"March","2022"
"2524","63353",5,203,4,205,"March","2022"
"2525","63357",2,42,1,247,"March","2022"
"2526","63361",2,57,1,224,"March","2022"
"2527","63362",1,60,NA,721,"March","2022"
"2528","63366",19,1311,13,2657,"March","2022"
"2529","63367",9,813,4,1548,"March","2022"
"2530","63368",24,2477,9,2568,"March","2022"
"2531","63376",32,2504,17,4127,"March","2022"
"2532","63377",1,10,NA,91,"March","2022"
"2533","63379",10,551,6,1723,"March","2022"
"2534","63382",2,54,1,130,"March","2022"
"2535","63383",10,327,1,798,"March","2022"
"2536","63384",1,20,NA,163,"March","2022"
"2537","63385",16,1315,5,3440,"March","2022"
"2538","63389",1,40,1,470,"March","2022"
"2539","63390",2,50,NA,597,"March","2022"
"2540","63401",17,811,7,1218,"March","2022"
"2541","63435",3,44,NA,129,"March","2022"
"2542","63436",1,20,NA,31,"March","2022"
"2543","63441",1,20,1,46,"March","2022"
"2544","63445",8,90,1,157,"March","2022"
"2545","63448",1,10,NA,259,"March","2022"
"2546","63452",2,58,NA,114,"March","2022"
"2547","63456",3,50,2,295,"March","2022"
"2548","63459",5,92,4,101,"March","2022"
"2549","63461",6,168,2,363,"March","2022"
"2550","63462",2,30,NA,140,"March","2022"
"2551","63468",2,35,1,233,"March","2022"
"2552","63469",1,20,1,21,"March","2022"
"2553","63472",1,20,1,43,"March","2022"
"2554","63501",11,588,5,940,"March","2022"
"2555","63533",1,10,NA,560,"March","2022"
"2556","63537",4,58,1,179,"March","2022"
"2557","63541",1,28,NA,17,"March","2022"
"2558","63545",1,20,1,98,"March","2022"
"2559","63548",2,20,1,33,"March","2022"
"2560","63552",6,224,5,328,"March","2022"
"2561","63555",4,76,2,92,"March","2022"
"2562","63556",2,40,1,123,"March","2022"
"2563","63559",1,20,NA,145,"March","2022"
"2564","63565",3,50,1,170,"March","2022"
"2565","63601",10,491,9,725,"March","2022"
"2566","63627",3,139,1,317,"March","2022"
"2567","63628",3,158,1,1146,"March","2022"
"2568","63631",1,10,1,40,"March","2022"
"2569","63638",3,48,1,77,"March","2022"
"2570","63640",16,880,6,1328,"March","2022"
"2571","63645",6,264,3,467,"March","2022"
"2572","63650",1,40,NA,297,"March","2022"
"2573","63653",2,40,1,115,"March","2022"
"2574","63655",1,50,1,35,"March","2022"
"2575","63660",1,150,NA,96,"March","2022"
"2576","63664",7,252,6,491,"March","2022"
"2577","63670",10,240,3,653,"March","2022"
"2578","63701",11,903,5,1855,"March","2022"
"2579","63703",6,388,6,357,"March","2022"
"2580","63730",2,50,1,171,"March","2022"
"2581","63735",2,88,1,79,"March","2022"
"2582","63740",4,198,2,463,"March","2022"
"2583","63755",9,265,4,1748,"March","2022"
"2584","63760",1,10,NA,69,"March","2022"
"2585","63764",2,85,NA,195,"March","2022"
"2586","63769",1,20,NA,503,"March","2022"
"2587","63771",1,42,1,167,"March","2022"
"2588","63775",17,552,8,921,"March","2022"
"2589","63780",4,122,3,303,"March","2022"
"2590","63787",1,20,1,181,"March","2022"
"2591","63801",23,655,11,1442,"March","2022"
"2592","63822",2,40,2,85,"March","2022"
"2593","63823",1,7,NA,47,"March","2022"
"2594","63825",2,34,1,194,"March","2022"
"2595","63827",1,10,NA,19,"March","2022"
"2596","63829",1,41,NA,102,"March","2022"
"2597","63830",4,165,2,343,"March","2022"
"2598","63834",1,80,NA,198,"March","2022"
"2599","63837",1,20,1,83,"March","2022"
"2600","63841",10,337,8,553,"March","2022"
"2601","63845",2,108,1,200,"March","2022"
"2602","63848",2,30,2,96,"March","2022"
"2603","63851",4,154,2,307,"March","2022"
"2604","63852",1,20,1,56,"March","2022"
"2605","63857",9,310,4,609,"March","2022"
"2606","63862",1,10,1,531,"March","2022"
"2607","63863",3,148,2,349,"March","2022"
"2608","63867",1,10,1,63,"March","2022"
"2609","63869",3,95,NA,134,"March","2022"
"2610","63870",1,20,NA,77,"March","2022"
"2611","63873",4,77,1,286,"March","2022"
"2612","63876",2,128,NA,187,"March","2022"
"2613","63877",2,60,NA,200,"March","2022"
"2614","63878",1,10,1,38,"March","2022"
"2615","63901",17,983,12,2234,"March","2022"
"2616","63932",2,40,NA,298,"March","2022"
"2617","63933",1,15,1,208,"March","2022"
"2618","63935",6,124,4,285,"March","2022"
"2619","63936",1,10,NA,101,"March","2022"
"2620","63937",1,40,NA,235,"March","2022"
"2621","63944",3,60,3,35,"March","2022"
"2622","63954",1,19,NA,105,"March","2022"
"2623","63957",3,170,2,518,"March","2022"
"2624","63960",3,50,1,335,"March","2022"
"2625","63961",1,10,NA,257,"March","2022"
"2626","63965",2,65,NA,122,"March","2022"
"2627","64012",16,973,6,1269,"March","2022"
"2628","64014",13,656,3,1531,"March","2022"
"2629","64015",15,1026,8,1893,"March","2022"
"2630","64016",2,67,1,347,"March","2022"
"2631","64024",5,392,2,792,"March","2022"
"2632","64029",7,560,5,1516,"March","2022"
"2633","64030",16,1229,6,1412,"March","2022"
"2634","64034",3,117,3,590,"March","2022"
"2635","64037",3,98,2,225,"March","2022"
"2636","64040",4,141,1,146,"March","2022"
"2637","64048",1,10,1,181,"March","2022"
"2638","64050",12,743,8,926,"March","2022"
"2639","64052",5,214,4,1387,"March","2022"
"2640","64053",1,60,1,507,"March","2022"
"2641","64054",1,45,1,494,"March","2022"
"2642","64055",12,822,8,1258,"March","2022"
"2643","64056",6,386,5,1773,"March","2022"
"2644","64057",7,658,4,476,"March","2022"
"2645","64060",7,592,2,949,"March","2022"
"2646","64062",2,57,NA,318,"March","2022"
"2647","64063",12,846,2,1468,"March","2022"
"2648","64064",7,928,2,1808,"March","2022"
"2649","64067",5,189,1,272,"March","2022"
"2650","64068",19,1563,8,2207,"March","2022"
"2651","64070",1,8,NA,338,"March","2022"
"2652","64075",6,373,5,911,"March","2022"
"2653","64076",3,278,2,416,"March","2022"
"2654","64078",2,177,1,465,"March","2022"
"2655","64079",11,677,4,830,"March","2022"
"2656","64080",3,293,1,875,"March","2022"
"2657","64081",8,972,3,1034,"March","2022"
"2658","64082",5,332,2,1267,"March","2022"
"2659","64083",13,1278,5,1730,"March","2022"
"2660","64085",7,132,1,677,"March","2022"
"2661","64086",8,529,3,1239,"March","2022"
"2662","64089",6,414,2,682,"March","2022"
"2663","64093",13,589,7,1521,"March","2022"
"2664","64096",1,32,1,86,"March","2022"
"2665","64097",1,40,NA,67,"March","2022"
"2666","64105",2,340,1,53,"March","2022"
"2667","64106",5,376,3,1104,"March","2022"
"2668","64108",7,582,1,491,"March","2022"
"2669","64109",10,1433,4,771,"March","2022"
"2670","64110",7,457,6,1567,"March","2022"
"2671","64111",11,1362,4,475,"March","2022"
"2672","64112",1,67,NA,542,"March","2022"
"2673","64113",6,534,1,923,"March","2022"
"2674","64114",16,2022,4,1478,"March","2022"
"2675","64116",2,264,2,644,"March","2022"
"2676","64117",5,398,3,734,"March","2022"
"2677","64118",14,1059,4,2850,"March","2022"
"2678","64119",6,487,3,1763,"March","2022"
"2679","64120",1,60,NA,432,"March","2022"
"2680","64123",4,446,1,660,"March","2022"
"2681","64124",5,309,3,1125,"March","2022"
"2682","64126",1,150,NA,476,"March","2022"
"2683","64127",13,1268,8,1215,"March","2022"
"2684","64128",11,324,8,588,"March","2022"
"2685","64129",4,196,3,445,"March","2022"
"2686","64130",15,1542,12,1219,"March","2022"
"2687","64131",13,835,10,1589,"March","2022"
"2688","64132",16,906,11,858,"March","2022"
"2689","64133",12,520,8,2096,"March","2022"
"2690","64134",17,1257,12,2537,"March","2022"
"2691","64136",1,99,1,109,"March","2022"
"2692","64137",5,679,2,988,"March","2022"
"2693","64138",16,1158,9,1271,"March","2022"
"2694","64145",2,281,NA,130,"March","2022"
"2695","64150",1,124,NA,198,"March","2022"
"2696","64151",8,803,5,1204,"March","2022"
"2697","64152",7,269,1,1566,"March","2022"
"2698","64153",3,104,1,234,"March","2022"
"2699","64154",3,235,1,704,"March","2022"
"2700","64155",13,1018,3,1321,"March","2022"
"2701","64156",2,50,1,475,"March","2022"
"2702","64157",2,122,1,1490,"March","2022"
"2703","64158",4,426,1,201,"March","2022"
"2704","64161",1,304,1,10,"March","2022"
"2705","64402",3,97,1,146,"March","2022"
"2706","64424",4,60,1,242,"March","2022"
"2707","64429",4,150,1,313,"March","2022"
"2708","64444",1,48,NA,40,"March","2022"
"2709","64448",2,30,NA,296,"March","2022"
"2710","64454",2,30,1,111,"March","2022"
"2711","64456",1,20,NA,165,"March","2022"
"2712","64463",2,58,1,112,"March","2022"
"2713","64465",3,89,2,190,"March","2022"
"2714","64466",1,20,NA,8,"March","2022"
"2715","64468",7,358,4,478,"March","2022"
"2716","64469",1,20,NA,92,"March","2022"
"2717","64470",1,20,NA,266,"March","2022"
"2718","64476",1,20,NA,593,"March","2022"
"2719","64477",2,40,NA,101,"March","2022"
"2720","64482",1,40,NA,592,"March","2022"
"2721","64485",6,250,1,466,"March","2022"
"2722","64489",2,30,NA,181,"March","2022"
"2723","64501",7,337,5,1074,"March","2022"
"2724","64503",7,285,6,1022,"March","2022"
"2725","64504",3,50,1,999,"March","2022"
"2726","64505",3,130,1,695,"March","2022"
"2727","64506",7,411,4,1005,"March","2022"
"2728","64507",9,408,5,1333,"March","2022"
"2729","64601",13,411,6,526,"March","2022"
"2730","64628",5,115,1,333,"March","2022"
"2731","64633",7,219,2,1173,"March","2022"
"2732","64640",1,99,NA,201,"March","2022"
"2733","64644",4,80,1,217,"March","2022"
"2734","64648",1,30,1,59,"March","2022"
"2735","64658",3,20,1,219,"March","2022"
"2736","64659",1,10,NA,48,"March","2022"
"2737","64673",1,10,NA,125,"March","2022"
"2738","64683",4,117,3,373,"March","2022"
"2739","64701",9,316,2,906,"March","2022"
"2740","64720",3,80,1,266,"March","2022"
"2741","64724",2,60,1,162,"March","2022"
"2742","64725",2,58,1,122,"March","2022"
"2743","64730",3,52,2,459,"March","2022"
"2744","64735",6,408,4,561,"March","2022"
"2745","64742",1,20,NA,76,"March","2022"
"2746","64744",5,114,2,235,"March","2022"
"2747","64747",1,30,1,298,"March","2022"
"2748","64752",1,20,NA,373,"March","2022"
"2749","64755",1,20,NA,1022,"March","2022"
"2750","64759",10,204,2,393,"March","2022"
"2751","64761",2,100,2,40,"March","2022"
"2752","64772",13,345,4,1281,"March","2022"
"2753","64801",19,1005,15,2006,"March","2022"
"2754","64804",22,1277,13,1791,"March","2022"
"2755","64831",4,92,1,289,"March","2022"
"2756","64834",7,278,2,778,"March","2022"
"2757","64835",1,60,1,101,"March","2022"
"2758","64836",7,360,2,1410,"March","2022"
"2759","64840",1,20,1,277,"March","2022"
"2760","64843",1,10,1,159,"March","2022"
"2761","64844",3,82,2,368,"March","2022"
"2762","64850",11,425,5,1281,"March","2022"
"2763","64854",2,84,1,192,"March","2022"
"2764","64861",1,19,NA,30,"March","2022"
"2765","64862",3,113,2,640,"March","2022"
"2766","64865",5,50,3,317,"March","2022"
"2767","64870",10,414,4,1181,"March","2022"
"2768","65010",10,322,1,243,"March","2022"
"2769","65013",2,40,1,68,"March","2022"
"2770","65016",2,20,NA,74,"March","2022"
"2771","65018",16,323,7,387,"March","2022"
"2772","65020",11,480,7,534,"March","2022"
"2773","65024",2,30,1,30,"March","2022"
"2774","65026",7,130,NA,564,"March","2022"
"2775","65035",1,10,NA,247,"March","2022"
"2776","65037",1,28,1,124,"March","2022"
"2777","65038",1,70,1,NA,"March","2022"
"2778","65039",1,10,NA,212,"March","2022"
"2779","65041",4,78,1,253,"March","2022"
"2780","65043",7,311,5,543,"March","2022"
"2781","65046",1,20,NA,247,"March","2022"
"2782","65049",4,125,3,467,"March","2022"
"2783","65051",8,173,3,190,"March","2022"
"2784","65052",1,48,NA,87,"March","2022"
"2785","65054",3,153,1,62,"March","2022"
"2786","65059",1,20,NA,53,"March","2022"
"2787","65063",4,110,2,620,"March","2022"
"2788","65065",4,338,3,284,"March","2022"
"2789","65066",5,150,2,209,"March","2022"
"2790","65074",1,20,NA,143,"March","2022"
"2791","65075",2,20,NA,83,"March","2022"
"2792","65076",1,20,NA,57,"March","2022"
"2793","65078",1,14,NA,110,"March","2022"
"2794","65081",2,97,1,116,"March","2022"
"2795","65082",1,20,NA,116,"March","2022"
"2796","65084",1,88,1,296,"March","2022"
"2797","65085",1,58,1,586,"March","2022"
"2798","65101",31,1873,17,1807,"March","2022"
"2799","65109",28,1579,9,2743,"March","2022"
"2800","65201",34,1755,18,1850,"March","2022"
"2801","65202",40,1330,25,3185,"March","2022"
"2802","65203",60,3156,26,3694,"March","2022"
"2803","65211",1,80,1,NA,"March","2022"
"2804","65231",2,20,NA,159,"March","2022"
"2805","65233",11,338,6,816,"March","2022"
"2806","65236",2,52,NA,90,"March","2022"
"2807","65239",1,10,1,61,"March","2022"
"2808","65240",8,181,NA,561,"March","2022"
"2809","65248",7,124,2,307,"March","2022"
"2810","65251",12,421,7,765,"March","2022"
"2811","65254",2,30,1,162,"March","2022"
"2812","65255",7,197,2,1018,"March","2022"
"2813","65256",2,80,1,70,"March","2022"
"2814","65259",2,30,2,189,"March","2022"
"2815","65261",1,10,NA,95,"March","2022"
"2816","65262",1,60,1,218,"March","2022"
"2817","65265",13,261,3,920,"March","2022"
"2818","65270",12,455,9,1048,"March","2022"
"2819","65275",4,114,2,243,"March","2022"
"2820","65281",5,78,1,153,"March","2022"
"2821","65284",1,43,1,279,"March","2022"
"2822","65301",23,1003,15,1857,"March","2022"
"2823","65323",1,90,1,44,"March","2022"
"2824","65325",4,115,1,394,"March","2022"
"2825","65327",1,10,NA,25,"March","2022"
"2826","65332",1,60,1,220,"March","2022"
"2827","65336",7,303,NA,328,"March","2022"
"2828","65337",1,60,1,179,"March","2022"
"2829","65338",2,60,2,140,"March","2022"
"2830","65340",8,170,1,886,"March","2022"
"2831","65350",1,60,1,127,"March","2022"
"2832","65355",3,131,3,319,"March","2022"
"2833","65360",2,48,2,120,"March","2022"
"2834","65401",12,757,6,1459,"March","2022"
"2835","65409",1,96,NA,NA,"March","2022"
"2836","65441",2,30,NA,321,"March","2022"
"2837","65452",1,40,1,585,"March","2022"
"2838","65453",4,241,2,353,"March","2022"
"2839","65459",3,40,NA,1021,"March","2022"
"2840","65483",3,89,2,226,"March","2022"
"2841","65486",4,60,NA,165,"March","2022"
"2842","65536",12,472,8,1501,"March","2022"
"2843","65542",5,110,1,139,"March","2022"
"2844","65548",2,60,2,212,"March","2022"
"2845","65556",1,26,NA,327,"March","2022"
"2846","65559",3,50,NA,581,"March","2022"
"2847","65560",6,262,4,735,"March","2022"
"2848","65565",3,74,3,202,"March","2022"
"2849","65567",1,40,NA,86,"March","2022"
"2850","65570",1,20,NA,53,"March","2022"
"2851","65571",1,48,1,14,"March","2022"
"2852","65582",3,40,NA,96,"March","2022"
"2853","65583",8,584,4,600,"March","2022"
"2854","65584",4,189,2,487,"March","2022"
"2855","65588",2,128,NA,237,"March","2022"
"2856","65605",6,100,4,515,"March","2022"
"2857","65606",2,70,2,154,"March","2022"
"2858","65608",3,114,2,749,"March","2022"
"2859","65609",1,15,1,196,"March","2022"
"2860","65611",1,20,NA,226,"March","2022"
"2861","65613",9,390,5,898,"March","2022"
"2862","65616",12,495,6,1332,"March","2022"
"2863","65617",2,94,2,0,"March","2022"
"2864","65619",1,50,NA,315,"March","2022"
"2865","65622",6,268,4,450,"March","2022"
"2866","65625",3,74,2,383,"March","2022"
"2867","65629",1,40,NA,25,"March","2022"
"2868","65631",4,148,2,400,"March","2022"
"2869","65632",1,10,NA,96,"March","2022"
"2870","65633",2,30,1,225,"March","2022"
"2871","65646",1,20,1,17,"March","2022"
"2872","65648",3,172,2,146,"March","2022"
"2873","65653",3,40,1,154,"March","2022"
"2874","65655",1,20,1,8,"March","2022"
"2875","65661",1,15,NA,85,"March","2022"
"2876","65662",1,20,1,915,"March","2022"
"2877","65668",3,57,1,47,"March","2022"
"2878","65672",1,28,1,493,"March","2022"
"2879","65680",1,20,NA,185,"March","2022"
"2880","65686",1,30,NA,84,"March","2022"
"2881","65689",2,119,2,262,"March","2022"
"2882","65704",4,120,3,898,"March","2022"
"2883","65706",6,395,4,812,"March","2022"
"2884","65708",5,212,3,777,"March","2022"
"2885","65711",7,171,5,404,"March","2022"
"2886","65712",4,210,1,666,"March","2022"
"2887","65713",1,20,NA,138,"March","2022"
"2888","65714",18,1195,4,1868,"March","2022"
"2889","65721",13,1086,10,1650,"March","2022"
"2890","65723",1,10,1,149,"March","2022"
"2891","65725",1,10,1,82,"March","2022"
"2892","65737",3,118,2,178,"March","2022"
"2893","65738",14,525,10,1336,"March","2022"
"2894","65742",1,73,1,821,"March","2022"
"2895","65746",4,123,1,211,"March","2022"
"2896","65753",1,52,1,302,"March","2022"
"2897","65757",2,165,2,283,"March","2022"
"2898","65759",1,10,1,144,"March","2022"
"2899","65761",1,17,1,54,"March","2022"
"2900","65775",10,499,8,1439,"March","2022"
"2901","65781",3,78,1,506,"March","2022"
"2902","65785",2,56,NA,204,"March","2022"
"2903","65791",2,51,2,863,"March","2022"
"2904","65793",4,80,3,123,"March","2022"
"2905","65802",17,1124,14,2611,"March","2022"
"2906","65803",14,788,7,1697,"March","2022"
"2907","65804",29,2295,17,1951,"March","2022"
"2908","65806",8,442,4,482,"March","2022"
"2909","65807",43,2983,25,2526,"March","2022"
"2910","65809",1,154,NA,529,"March","2022"
"2911","65810",7,414,2,696,"March","2022"
"2912","65897",1,40,1,0,"March","2022"
"2913","63005",6,791,2,638,"September","2022"
"2914","63010",13,977,5,1550,"September","2022"
"2915","63011",13,1903,3,2023,"September","2022"
"2916","63012",2,99,1,1002,"September","2022"
"2917","63013",2,40,1,97,"September","2022"
"2918","63016",1,49,1,547,"September","2022"
"2919","63017",15,1450,5,1462,"September","2022"
"2920","63019",2,135,1,248,"September","2022"
"2921","63020",5,364,2,1042,"September","2022"
"2922","63021",8,1009,5,3035,"September","2022"
"2923","63023",1,41,NA,119,"September","2022"
"2924","63025",6,548,3,1280,"September","2022"
"2925","63026",7,622,5,2364,"September","2022"
"2926","63028",5,360,3,1188,"September","2022"
"2927","63031",21,1076,17,2790,"September","2022"
"2928","63033",25,836,19,2350,"September","2022"
"2929","63034",10,382,5,898,"September","2022"
"2930","63037",2,110,2,94,"September","2022"
"2931","63038",3,283,1,324,"September","2022"
"2932","63039",2,116,NA,99,"September","2022"
"2933","63040",2,212,1,536,"September","2022"
"2934","63042",15,906,14,1338,"September","2022"
"2935","63043",7,610,4,759,"September","2022"
"2936","63044",6,301,3,514,"September","2022"
"2937","63045",1,102,NA,203,"September","2022"
"2938","63047",1,46,NA,127,"September","2022"
"2939","63049",7,371,3,1572,"September","2022"
"2940","63050",7,456,7,782,"September","2022"
"2941","63051",6,211,3,745,"September","2022"
"2942","63052",6,439,4,2432,"September","2022"
"2943","63055",1,20,1,56,"September","2022"
"2944","63068",5,139,3,375,"September","2022"
"2945","63069",1,10,NA,795,"September","2022"
"2946","63070",2,130,2,470,"September","2022"
"2947","63072",1,20,NA,418,"September","2022"
"2948","63074",7,300,7,1296,"September","2022"
"2949","63077",4,265,3,465,"September","2022"
"2950","63080",9,359,8,654,"September","2022"
"2951","63084",11,345,6,1145,"September","2022"
"2952","63088",1,149,NA,851,"September","2022"
"2953","63090",5,403,5,1144,"September","2022"
"2954","63103",8,736,3,488,"September","2022"
"2955","63104",17,981,8,1573,"September","2022"
"2956","63105",6,476,1,544,"September","2022"
"2957","63106",11,335,4,1023,"September","2022"
"2958","63107",14,598,10,393,"September","2022"
"2959","63108",11,415,6,561,"September","2022"
"2960","63109",9,475,1,1349,"September","2022"
"2961","63110",15,1293,6,1020,"September","2022"
"2962","63111",12,478,7,1125,"September","2022"
"2963","63112",18,851,10,1011,"September","2022"
"2964","63113",16,732,14,425,"September","2022"
"2965","63114",18,1189,14,1741,"September","2022"
"2966","63115",24,736,18,1022,"September","2022"
"2967","63116",15,643,8,2415,"September","2022"
"2968","63117",2,92,NA,680,"September","2022"
"2969","63118",26,996,16,2164,"September","2022"
"2970","63119",13,1025,4,1902,"September","2022"
"2971","63120",12,521,11,725,"September","2022"
"2972","63121",16,1275,14,1600,"September","2022"
"2973","63122",17,1625,4,2216,"September","2022"
"2974","63123",7,601,5,2389,"September","2022"
"2975","63124",4,351,NA,790,"September","2022"
"2976","63125",12,587,5,2410,"September","2022"
"2977","63126",4,455,1,834,"September","2022"
"2978","63127",3,350,2,153,"September","2022"
"2979","63128",16,915,6,1410,"September","2022"
"2980","63129",20,1653,11,1875,"September","2022"
"2981","63130",15,1079,13,1297,"September","2022"
"2982","63131",2,250,1,727,"September","2022"
"2983","63132",3,156,3,689,"September","2022"
"2984","63133",11,793,9,746,"September","2022"
"2985","63134",14,493,13,822,"September","2022"
"2986","63135",12,587,9,1104,"September","2022"
"2987","63136",47,2874,38,2962,"September","2022"
"2988","63137",9,598,6,1365,"September","2022"
"2989","63138",13,665,13,1261,"September","2022"
"2990","63139",24,775,6,1573,"September","2022"
"2991","63141",16,2032,5,790,"September","2022"
"2992","63143",5,268,2,489,"September","2022"
"2993","63144",8,642,3,494,"September","2022"
"2994","63146",6,640,5,1606,"September","2022"
"2995","63147",13,509,10,1108,"September","2022"
"2996","63301",23,1566,16,2644,"September","2022"
"2997","63303",13,1151,7,2482,"September","2022"
"2998","63304",12,763,7,2125,"September","2022"
"2999","63332",1,20,1,218,"September","2022"
"3000","63334",7,311,3,434,"September","2022"
"3001","63336",1,96,1,46,"September","2022"
"3002","63339",1,20,NA,10,"September","2022"
"3003","63341",1,123,1,74,"September","2022"
"3004","63343",2,40,1,241,"September","2022"
"3005","63345",1,10,1,163,"September","2022"
"3006","63347",1,120,1,158,"September","2022"
"3007","63348",1,48,NA,356,"September","2022"
"3008","63352",2,30,1,220,"September","2022"
"3009","63353",5,203,4,205,"September","2022"
"3010","63357",2,42,1,247,"September","2022"
"3011","63361",2,57,1,224,"September","2022"
"3012","63362",1,60,NA,721,"September","2022"
"3013","63366",19,1328,13,2657,"September","2022"
"3014","63367",8,803,3,1548,"September","2022"
"3015","63368",23,2459,10,2568,"September","2022"
"3016","63376",32,2416,16,4127,"September","2022"
"3017","63377",1,10,NA,91,"September","2022"
"3018","63379",8,524,5,1723,"September","2022"
"3019","63382",3,62,1,130,"September","2022"
"3020","63383",11,347,1,798,"September","2022"
"3021","63384",2,30,NA,163,"September","2022"
"3022","63385",13,1176,4,3440,"September","2022"
"3023","63390",2,50,NA,597,"September","2022"
"3024","63401",17,829,5,1218,"September","2022"
"3025","63435",3,44,NA,129,"September","2022"
"3026","63436",1,20,NA,31,"September","2022"
"3027","63441",1,20,1,46,"September","2022"
"3028","63445",8,90,1,157,"September","2022"
"3029","63448",1,10,NA,259,"September","2022"
"3030","63452",2,58,NA,114,"September","2022"
"3031","63456",2,40,2,295,"September","2022"
"3032","63459",4,82,4,101,"September","2022"
"3033","63461",6,142,2,363,"September","2022"
"3034","63462",1,20,NA,140,"September","2022"
"3035","63468",2,35,1,233,"September","2022"
"3036","63469",1,20,1,21,"September","2022"
"3037","63472",1,20,1,43,"September","2022"
"3038","63501",11,588,6,940,"September","2022"
"3039","63533",1,10,NA,560,"September","2022"
"3040","63537",3,48,NA,179,"September","2022"
"3041","63541",1,28,NA,17,"September","2022"
"3042","63545",1,20,1,98,"September","2022"
"3043","63548",2,20,1,33,"September","2022"
"3044","63552",5,215,5,328,"September","2022"
"3045","63555",5,95,2,92,"September","2022"
"3046","63556",2,40,1,123,"September","2022"
"3047","63559",1,20,NA,145,"September","2022"
"3048","63565",3,50,1,170,"September","2022"
"3049","63601",10,487,9,725,"September","2022"
"3050","63627",2,119,1,317,"September","2022"
"3051","63628",3,146,1,1146,"September","2022"
"3052","63631",1,10,1,40,"September","2022"
"3053","63638",3,48,1,77,"September","2022"
"3054","63640",17,909,6,1328,"September","2022"
"3055","63645",4,106,1,467,"September","2022"
"3056","63650",1,40,NA,297,"September","2022"
"3057","63653",2,40,1,115,"September","2022"
"3058","63655",1,50,1,35,"September","2022"
"3059","63660",1,150,NA,96,"September","2022"
"3060","63664",7,251,6,491,"September","2022"
"3061","63670",9,230,3,653,"September","2022"
"3062","63701",10,784,5,1855,"September","2022"
"3063","63703",6,388,6,357,"September","2022"
"3064","63730",2,50,1,171,"September","2022"
"3065","63735",2,88,1,79,"September","2022"
"3066","63740",4,198,2,463,"September","2022"
"3067","63755",9,349,5,1748,"September","2022"
"3068","63760",1,10,NA,69,"September","2022"
"3069","63764",3,145,1,195,"September","2022"
"3070","63769",1,20,NA,503,"September","2022"
"3071","63771",1,42,1,167,"September","2022"
"3072","63775",16,534,8,921,"September","2022"
"3073","63780",3,102,3,303,"September","2022"
"3074","63787",1,20,1,181,"September","2022"
"3075","63801",21,615,11,1442,"September","2022"
"3076","63822",2,40,1,85,"September","2022"
"3077","63823",1,7,NA,47,"September","2022"
"3078","63825",1,24,1,194,"September","2022"
"3079","63827",1,10,NA,19,"September","2022"
"3080","63829",1,41,NA,102,"September","2022"
"3081","63830",3,150,2,343,"September","2022"
"3082","63834",1,80,NA,198,"September","2022"
"3083","63837",1,23,1,83,"September","2022"
"3084","63841",9,327,6,553,"September","2022"
"3085","63845",2,108,1,200,"September","2022"
"3086","63848",2,30,2,96,"September","2022"
"3087","63851",3,144,1,307,"September","2022"
"3088","63852",1,20,1,56,"September","2022"
"3089","63857",8,300,3,609,"September","2022"
"3090","63862",1,10,1,531,"September","2022"
"3091","63863",3,148,2,349,"September","2022"
"3092","63867",1,10,1,63,"September","2022"
"3093","63869",2,85,NA,134,"September","2022"
"3094","63870",1,20,NA,77,"September","2022"
"3095","63873",4,77,1,286,"September","2022"
"3096","63876",2,128,NA,187,"September","2022"
"3097","63877",2,60,NA,200,"September","2022"
"3098","63878",1,10,1,38,"September","2022"
"3099","63901",18,1053,13,2234,"September","2022"
"3100","63932",2,40,1,298,"September","2022"
"3101","63935",4,40,3,285,"September","2022"
"3102","63936",1,10,NA,101,"September","2022"
"3103","63937",1,40,NA,235,"September","2022"
"3104","63944",3,60,3,35,"September","2022"
"3105","63954",1,19,NA,105,"September","2022"
"3106","63957",3,170,2,518,"September","2022"
"3107","63960",3,50,1,335,"September","2022"
"3108","63965",1,16,NA,122,"September","2022"
"3109","64012",15,963,7,1269,"September","2022"
